subscription_id,account_id,plan_id,started_at,ended_at,status,seats,mrr
SUB04839,ACC04839,PLN_STARTER,2025-01-06,2025-08-24,cancelled,4,49
SUB04840,ACC04840,PLN_STARTER,2025-01-06,2025-02-20,cancelled,4,49
SUB04841,ACC04841,PLN_SCALE,2025-01-06,2025-08-09,cancelled,113,799
SUB04842,ACC04842,PLN_SCALE,2025-01-06,2025-12-23,cancelled,84,799
SUB04843,ACC04843,PLN_STARTER,2025-01-06,2025-04-04,cancelled,6,49
SUB04844,ACC04844,PLN_SCALE,2025-01-06,2025-03-23,cancelled,90,799
SUB04845,ACC04845,PLN_GROWTH,2025-01-06,,active,16,199
SUB04846,ACC04846,PLN_STARTER,2025-01-07,2025-07-07,cancelled,3,49
SUB04847,ACC04847,PLN_ENTERPRISE,2025-01-07,2025-08-11,cancelled,389,2499
SUB04848,ACC04848,PLN_GROWTH,2025-01-07,2025-07-07,cancelled,22,199
SUB04849,ACC04849,PLN_STARTER,2025-01-07,2025-06-22,cancelled,3,49
SUB04850,ACC04850,PLN_STARTER,2025-01-08,,active,4,49
SUB04851,ACC04851,PLN_STARTER,2025-01-08,,active,5,49
SUB04852,ACC04852,PLN_ENTERPRISE,2025-01-08,,active,361,2499
SUB04853,ACC04853,PLN_SCALE,2025-01-08,2025-08-16,cancelled,82,799
SUB04854,ACC04854,PLN_STARTER,2025-01-08,2025-05-16,cancelled,4,49
SUB04855,ACC04855,PLN_STARTER,2025-01-08,,active,3,49
SUB04856,ACC04856,PLN_GROWTH,2025-01-08,2025-10-16,cancelled,13,199
SUB04857,ACC04857,PLN_STARTER,2025-01-09,2025-03-03,cancelled,5,49
SUB04858,ACC04858,PLN_STARTER,2025-01-09,,active,4,49
SUB04859,ACC04859,PLN_SCALE,2025-01-09,2025-03-10,cancelled,67,799
SUB04860,ACC04860,PLN_STARTER,2025-01-09,2025-11-24,cancelled,3,49
SUB04861,ACC04861,PLN_STARTER,2025-01-10,,active,6,49
SUB04862,ACC04862,PLN_ENTERPRISE,2025-01-10,,active,326,2499
SUB04863,ACC04863,PLN_GROWTH,2025-01-10,,active,21,199
SUB04864,ACC04864,PLN_STARTER,2025-01-10,2025-06-20,cancelled,3,49
SUB04865,ACC04865,PLN_GROWTH,2025-01-10,2025-07-26,cancelled,21,199
SUB04866,ACC04866,PLN_SCALE,2025-01-10,,active,60,799
SUB04867,ACC04867,PLN_GROWTH,2025-01-11,2025-12-16,cancelled,13,199
SUB04868,ACC04868,PLN_STARTER,2025-01-11,2025-07-14,cancelled,4,49
SUB04869,ACC04869,PLN_GROWTH,2025-01-11,2025-03-22,cancelled,22,199
SUB04870,ACC04870,PLN_STARTER,2025-01-11,2025-04-09,cancelled,4,49
SUB04871,ACC04871,PLN_GROWTH,2025-01-11,2025-08-22,cancelled,20,199
SUB04872,ACC04872,PLN_STARTER,2025-01-11,2025-03-17,cancelled,5,49
SUB04873,ACC04873,PLN_STARTER,2025-01-12,2025-04-28,cancelled,4,49
SUB04874,ACC04874,PLN_STARTER,2025-01-12,2025-04-16,cancelled,5,49
SUB04875,ACC04875,PLN_STARTER,2025-01-12,2025-04-14,cancelled,5,49
SUB04876,ACC04876,PLN_SCALE,2025-01-12,2025-06-16,cancelled,80,799
SUB04877,ACC04877,PLN_STARTER,2025-01-12,2025-07-26,cancelled,3,49
SUB04878,ACC04878,PLN_GROWTH,2025-01-12,2025-03-02,cancelled,13,199
SUB04879,ACC04879,PLN_ENTERPRISE,2025-01-12,2025-08-28,cancelled,468,2499
SUB04880,ACC04880,PLN_GROWTH,2025-01-12,,active,16,199
SUB04881,ACC04881,PLN_STARTER,2025-01-12,2025-11-08,cancelled,4,49
SUB04882,ACC04882,PLN_SCALE,2025-01-13,,active,102,799
SUB04883,ACC04883,PLN_STARTER,2025-01-13,2025-03-04,cancelled,4,49
SUB04884,ACC04884,PLN_STARTER,2025-01-13,2025-06-13,cancelled,4,49
SUB04885,ACC04885,PLN_ENTERPRISE,2025-01-13,,active,362,2499
SUB04886,ACC04886,PLN_SCALE,2025-01-13,2025-09-05,cancelled,62,799
SUB04887,ACC04887,PLN_GROWTH,2025-01-14,,active,15,199
SUB04888,ACC04888,PLN_STARTER,2025-01-14,2025-10-06,cancelled,3,49
SUB04889,ACC04889,PLN_SCALE,2025-01-14,,active,65,799
SUB04890,ACC04890,PLN_ENTERPRISE,2025-01-14,2025-08-05,cancelled,511,2499
SUB04891,ACC04891,PLN_STARTER,2025-01-14,,active,5,49
SUB04892,ACC04892,PLN_STARTER,2025-01-14,2025-02-27,cancelled,6,49
SUB04893,ACC04893,PLN_GROWTH,2025-01-14,2025-11-28,cancelled,19,199
SUB04894,ACC04894,PLN_STARTER,2025-01-15,2025-06-16,cancelled,5,49
SUB04895,ACC04895,PLN_STARTER,2025-01-15,2025-07-03,cancelled,5,49
SUB04896,ACC04896,PLN_ENTERPRISE,2025-01-15,2025-07-21,cancelled,342,2499
SUB04897,ACC04897,PLN_GROWTH,2025-01-15,,active,17,199
SUB04898,ACC04898,PLN_ENTERPRISE,2025-01-15,2025-11-12,cancelled,561,2499
SUB04899,ACC04899,PLN_GROWTH,2025-01-16,2025-05-01,cancelled,17,199
SUB04900,ACC04900,PLN_STARTER,2025-01-16,2025-11-15,cancelled,6,49
SUB04901,ACC04901,PLN_GROWTH,2025-01-16,2025-05-05,cancelled,17,199
SUB04902,ACC04902,PLN_SCALE,2025-01-17,,active,99,799
SUB04903,ACC04903,PLN_SCALE,2025-01-17,2025-05-06,cancelled,102,799
SUB04904,ACC04904,PLN_STARTER,2025-01-17,2025-03-25,cancelled,4,49
SUB04905,ACC04905,PLN_GROWTH,2025-01-17,2025-06-22,cancelled,19,199
SUB04906,ACC04906,PLN_GROWTH,2025-01-17,2025-09-20,cancelled,18,199
SUB04907,ACC04907,PLN_STARTER,2025-01-17,2025-06-18,cancelled,3,49
SUB04908,ACC04908,PLN_STARTER,2025-01-17,2025-04-09,cancelled,4,49
SUB04909,ACC04909,PLN_GROWTH,2025-01-17,,active,19,199
SUB04910,ACC04910,PLN_SCALE,2025-01-18,2025-10-26,cancelled,110,799
SUB04911,ACC04911,PLN_STARTER,2025-01-18,,active,5,49
SUB04912,ACC04912,PLN_SCALE,2025-01-18,2025-02-03,cancelled,77,799
SUB04913,ACC04913,PLN_SCALE,2025-01-18,2025-02-14,cancelled,78,799
SUB04914,ACC04914,PLN_ENTERPRISE,2025-01-19,,active,397,2499
SUB04915,ACC04915,PLN_STARTER,2025-01-19,,active,5,49
SUB04916,ACC04916,PLN_GROWTH,2025-01-19,2025-10-17,cancelled,13,199
SUB04917,ACC04917,PLN_STARTER,2025-01-19,2025-04-14,cancelled,3,49
SUB04918,ACC04918,PLN_GROWTH,2025-01-19,2025-06-12,cancelled,21,199
SUB04919,ACC04919,PLN_SCALE,2025-01-19,2025-03-06,cancelled,113,799
SUB04920,ACC04920,PLN_STARTER,2025-01-19,,active,4,49
SUB04921,ACC04921,PLN_SCALE,2025-01-19,2025-04-26,cancelled,103,799
SUB04922,ACC04922,PLN_SCALE,2025-01-19,2025-02-08,cancelled,65,799
SUB04923,ACC04923,PLN_GROWTH,2025-01-19,,active,19,199
SUB04924,ACC04924,PLN_GROWTH,2025-01-20,2025-09-24,cancelled,14,199
SUB04925,ACC04925,PLN_SCALE,2025-01-20,2025-02-28,cancelled,61,799
SUB04926,ACC04926,PLN_GROWTH,2025-01-20,,active,22,199
SUB04927,ACC04927,PLN_GROWTH,2025-01-20,,active,22,199
SUB04928,ACC04928,PLN_STARTER,2025-01-20,2025-05-06,cancelled,3,49
SUB04929,ACC04929,PLN_STARTER,2025-01-20,2025-08-08,cancelled,4,49
SUB04930,ACC04930,PLN_STARTER,2025-01-20,,active,5,49
SUB04931,ACC04931,PLN_GROWTH,2025-01-20,2025-11-07,cancelled,22,199
SUB04932,ACC04932,PLN_STARTER,2025-01-20,2025-12-24,cancelled,5,49
SUB04933,ACC04933,PLN_SCALE,2025-01-20,,active,73,799
SUB04934,ACC04934,PLN_ENTERPRISE,2025-01-21,,active,542,2499
SUB04935,ACC04935,PLN_STARTER,2025-01-21,,active,4,49
SUB04936,ACC04936,PLN_SCALE,2025-01-21,2025-05-19,cancelled,81,799
SUB04937,ACC04937,PLN_GROWTH,2025-01-21,2025-03-28,cancelled,22,199
SUB04938,ACC04938,PLN_GROWTH,2025-01-21,,active,23,199
SUB04939,ACC04939,PLN_STARTER,2025-01-21,2025-03-13,cancelled,5,49
SUB04940,ACC04940,PLN_GROWTH,2025-01-21,,active,13,199
SUB04941,ACC04941,PLN_STARTER,2025-01-21,2025-06-04,cancelled,5,49
SUB04942,ACC04942,PLN_GROWTH,2025-01-22,2025-04-15,cancelled,23,199
SUB04943,ACC04943,PLN_GROWTH,2025-01-22,2025-10-12,cancelled,21,199
SUB04944,ACC04944,PLN_GROWTH,2025-01-22,2025-07-12,cancelled,23,199
SUB04945,ACC04945,PLN_SCALE,2025-01-22,,active,67,799
SUB04946,ACC04946,PLN_SCALE,2025-01-22,,active,68,799
SUB04947,ACC04947,PLN_STARTER,2025-01-22,2025-09-10,cancelled,4,49
SUB04948,ACC04948,PLN_GROWTH,2025-01-22,2025-05-09,cancelled,17,199
SUB04949,ACC04949,PLN_STARTER,2025-01-22,2025-05-19,cancelled,4,49
SUB04950,ACC04950,PLN_STARTER,2025-01-23,2025-02-26,cancelled,4,49
SUB04951,ACC04951,PLN_SCALE,2025-01-23,2025-12-05,cancelled,71,799
SUB04952,ACC04952,PLN_STARTER,2025-01-23,,active,4,49
SUB04953,ACC04953,PLN_ENTERPRISE,2025-01-23,,active,550,2499
SUB04954,ACC04954,PLN_ENTERPRISE,2025-01-23,,active,374,2499
SUB04955,ACC04955,PLN_STARTER,2025-01-24,2025-06-01,cancelled,5,49
SUB04956,ACC04956,PLN_GROWTH,2025-01-24,,active,16,199
SUB04957,ACC04957,PLN_SCALE,2025-01-24,2025-04-10,cancelled,85,799
SUB04958,ACC04958,PLN_SCALE,2025-01-24,2025-09-14,cancelled,85,799
SUB04959,ACC04959,PLN_SCALE,2025-01-25,,active,93,799
SUB04960,ACC04960,PLN_STARTER,2025-01-25,,active,4,49
SUB04961,ACC04961,PLN_GROWTH,2025-01-25,2025-02-16,cancelled,16,199
SUB04962,ACC04962,PLN_SCALE,2025-01-25,2025-05-02,cancelled,61,799
SUB04963,ACC04963,PLN_SCALE,2025-01-26,2025-03-03,cancelled,67,799
SUB04964,ACC04964,PLN_STARTER,2025-01-26,2025-07-03,cancelled,4,49
SUB04965,ACC04965,PLN_STARTER,2025-01-26,2025-04-23,cancelled,4,49
SUB04966,ACC04966,PLN_STARTER,2025-01-26,2025-07-08,cancelled,5,49
SUB04967,ACC04967,PLN_GROWTH,2025-01-26,2025-05-18,cancelled,22,199
SUB04968,ACC04968,PLN_GROWTH,2025-01-26,2025-06-25,cancelled,22,199
SUB04969,ACC04969,PLN_GROWTH,2025-01-26,2025-07-09,cancelled,16,199
SUB04970,ACC04970,PLN_STARTER,2025-01-26,,active,3,49
SUB04971,ACC04971,PLN_STARTER,2025-01-26,2025-08-20,cancelled,4,49
SUB04972,ACC04972,PLN_STARTER,2025-01-26,2025-06-06,cancelled,5,49
SUB04973,ACC04973,PLN_STARTER,2025-01-27,2025-02-27,cancelled,4,49
SUB04974,ACC04974,PLN_STARTER,2025-01-27,2025-05-03,cancelled,5,49
SUB04975,ACC04975,PLN_SCALE,2025-01-27,2025-02-07,cancelled,81,799
SUB04976,ACC04976,PLN_SCALE,2025-01-27,,active,110,799
SUB04977,ACC04977,PLN_STARTER,2025-01-27,2025-12-17,cancelled,6,49
SUB04978,ACC04978,PLN_STARTER,2025-01-27,,active,5,49
SUB04979,ACC04979,PLN_GROWTH,2025-01-27,2025-02-20,cancelled,20,199
SUB04980,ACC04980,PLN_SCALE,2025-01-27,,active,83,799
SUB04981,ACC04981,PLN_STARTER,2025-01-28,2025-03-20,cancelled,5,49
SUB04982,ACC04982,PLN_ENTERPRISE,2025-01-28,2025-11-18,cancelled,343,2499
SUB04983,ACC04983,PLN_SCALE,2025-01-28,,active,64,799
SUB04984,ACC04984,PLN_STARTER,2025-01-28,,active,4,49
SUB04985,ACC04985,PLN_GROWTH,2025-01-28,,active,12,199
SUB04986,ACC04986,PLN_SCALE,2025-01-28,2025-03-13,cancelled,81,799
SUB04987,ACC04987,PLN_ENTERPRISE,2025-01-29,2025-03-20,cancelled,327,2499
SUB04988,ACC04988,PLN_GROWTH,2025-01-29,2025-06-14,cancelled,14,199
SUB04989,ACC04989,PLN_ENTERPRISE,2025-01-29,2025-11-26,cancelled,547,2499
SUB04990,ACC04990,PLN_STARTER,2025-01-29,2025-12-24,cancelled,6,49
SUB04991,ACC04991,PLN_GROWTH,2025-01-29,2025-02-14,cancelled,21,199
SUB04992,ACC04992,PLN_STARTER,2025-01-29,2025-02-27,cancelled,3,49
SUB04993,ACC04993,PLN_SCALE,2025-01-29,,active,63,799
SUB04994,ACC04994,PLN_GROWTH,2025-01-29,2025-06-02,cancelled,21,199
SUB04995,ACC04995,PLN_ENTERPRISE,2025-01-30,,active,512,2499
SUB04996,ACC04996,PLN_GROWTH,2025-01-30,2025-02-07,cancelled,23,199
SUB04997,ACC04997,PLN_STARTER,2025-01-30,2025-04-27,cancelled,5,49
SUB04998,ACC04998,PLN_STARTER,2025-01-31,2025-09-09,cancelled,3,49
SUB04999,ACC04999,PLN_STARTER,2025-01-31,2025-08-25,cancelled,5,49
SUB05000,ACC05000,PLN_GROWTH,2025-01-31,2025-06-26,cancelled,14,199
SUB05001,ACC05001,PLN_GROWTH,2025-01-31,2025-08-06,cancelled,22,199
SUB05002,ACC05002,PLN_GROWTH,2025-01-31,2025-03-24,cancelled,21,199
SUB05003,ACC05003,PLN_SCALE,2025-01-31,,active,60,799
SUB05004,ACC05004,PLN_GROWTH,2025-01-31,,active,17,199
SUB05005,ACC05005,PLN_GROWTH,2025-02-01,2025-07-12,cancelled,13,199
SUB05006,ACC05006,PLN_ENTERPRISE,2025-02-01,,active,431,2499
SUB05007,ACC05007,PLN_GROWTH,2025-02-01,2025-07-25,cancelled,20,199
SUB05008,ACC05008,PLN_GROWTH,2025-02-02,,active,13,199
SUB05009,ACC05009,PLN_SCALE,2025-02-02,,active,85,799
SUB05010,ACC05010,PLN_ENTERPRISE,2025-02-02,,active,347,2499
SUB05011,ACC05011,PLN_SCALE,2025-02-02,2025-08-08,cancelled,87,799
SUB05012,ACC05012,PLN_STARTER,2025-02-02,2025-10-16,cancelled,4,49
SUB05013,ACC05013,PLN_GROWTH,2025-02-03,,active,21,199
SUB05014,ACC05014,PLN_GROWTH,2025-02-03,2025-09-07,cancelled,14,199
SUB05015,ACC05015,PLN_SCALE,2025-02-03,2025-12-10,cancelled,103,799
SUB05016,ACC05016,PLN_SCALE,2025-02-03,2025-07-02,cancelled,93,799
SUB05017,ACC05017,PLN_STARTER,2025-02-03,,active,5,49
SUB05018,ACC05018,PLN_ENTERPRISE,2025-02-04,2025-12-04,cancelled,483,2499
SUB05019,ACC05019,PLN_ENTERPRISE,2025-02-04,,active,539,2499
SUB05020,ACC05020,PLN_STARTER,2025-02-04,,active,6,49
SUB05021,ACC05021,PLN_ENTERPRISE,2025-02-05,,active,486,2499
SUB05022,ACC05022,PLN_STARTER,2025-02-05,2025-06-14,cancelled,6,49
SUB05023,ACC05023,PLN_STARTER,2025-02-05,,active,3,49
SUB05024,ACC05024,PLN_GROWTH,2025-02-05,2025-11-09,cancelled,20,199
SUB05025,ACC05025,PLN_SCALE,2025-02-06,2025-10-15,cancelled,77,799
SUB05026,ACC05026,PLN_GROWTH,2025-02-06,2025-06-27,cancelled,12,199
SUB05027,ACC05027,PLN_SCALE,2025-02-06,2025-07-05,cancelled,89,799
SUB05028,ACC05028,PLN_STARTER,2025-02-06,2025-09-22,cancelled,5,49
SUB05029,ACC05029,PLN_GROWTH,2025-02-06,2025-06-10,cancelled,19,199
SUB05030,ACC05030,PLN_GROWTH,2025-02-07,2025-07-19,cancelled,17,199
SUB05031,ACC05031,PLN_STARTER,2025-02-07,2025-07-27,cancelled,3,49
SUB05032,ACC05032,PLN_SCALE,2025-02-07,2025-12-22,cancelled,110,799
SUB05033,ACC05033,PLN_SCALE,2025-02-07,,active,114,799
SUB05034,ACC05034,PLN_STARTER,2025-02-08,2025-11-24,cancelled,5,49
SUB05035,ACC05035,PLN_STARTER,2025-02-08,2025-06-09,cancelled,5,49
SUB05036,ACC05036,PLN_STARTER,2025-02-08,2025-04-05,cancelled,5,49
SUB05037,ACC05037,PLN_STARTER,2025-02-08,2025-04-10,cancelled,3,49
SUB05038,ACC05038,PLN_SCALE,2025-02-08,2025-07-15,cancelled,76,799
SUB05039,ACC05039,PLN_GROWTH,2025-02-08,,active,20,199
SUB05040,ACC05040,PLN_STARTER,2025-02-08,2025-07-23,cancelled,5,49
SUB05041,ACC05041,PLN_GROWTH,2025-02-08,2025-04-02,cancelled,20,199
SUB05042,ACC05042,PLN_STARTER,2025-02-08,2025-04-07,cancelled,3,49
SUB05043,ACC05043,PLN_STARTER,2025-02-09,2025-11-26,cancelled,5,49
SUB05044,ACC05044,PLN_GROWTH,2025-02-09,2025-07-27,cancelled,22,199
SUB05045,ACC05045,PLN_ENTERPRISE,2025-02-09,,active,438,2499
SUB05046,ACC05046,PLN_GROWTH,2025-02-09,,active,19,199
SUB05047,ACC05047,PLN_SCALE,2025-02-09,,active,69,799
SUB05048,ACC05048,PLN_GROWTH,2025-02-09,,active,21,199
SUB05049,ACC05049,PLN_GROWTH,2025-02-10,,active,13,199
SUB05050,ACC05050,PLN_GROWTH,2025-02-10,2025-12-18,cancelled,21,199
SUB05051,ACC05051,PLN_STARTER,2025-02-10,2025-05-13,cancelled,4,49
SUB05052,ACC05052,PLN_STARTER,2025-02-10,,active,4,49
SUB05053,ACC05053,PLN_ENTERPRISE,2025-02-10,,active,424,2499
SUB05054,ACC05054,PLN_GROWTH,2025-02-11,2025-06-26,cancelled,13,199
SUB05055,ACC05055,PLN_STARTER,2025-02-11,,active,4,49
SUB05056,ACC05056,PLN_SCALE,2025-02-11,2025-11-14,cancelled,62,799
SUB05057,ACC05057,PLN_GROWTH,2025-02-11,2025-06-02,cancelled,16,199
SUB05058,ACC05058,PLN_GROWTH,2025-02-11,2025-05-01,cancelled,21,199
SUB05059,ACC05059,PLN_GROWTH,2025-02-11,2025-09-24,cancelled,13,199
SUB05060,ACC05060,PLN_GROWTH,2025-02-12,,active,21,199
SUB05061,ACC05061,PLN_ENTERPRISE,2025-02-12,2025-04-02,cancelled,325,2499
SUB05062,ACC05062,PLN_STARTER,2025-02-12,,active,5,49
SUB05063,ACC05063,PLN_STARTER,2025-02-12,2025-05-27,cancelled,3,49
SUB05064,ACC05064,PLN_STARTER,2025-02-13,,active,3,49
SUB05065,ACC05065,PLN_GROWTH,2025-02-13,,active,13,199
SUB05066,ACC05066,PLN_ENTERPRISE,2025-02-13,,active,459,2499
SUB05067,ACC05067,PLN_GROWTH,2025-02-13,2025-09-02,cancelled,19,199
SUB05068,ACC05068,PLN_STARTER,2025-02-14,,active,4,49
SUB05069,ACC05069,PLN_GROWTH,2025-02-14,2025-07-05,cancelled,15,199
SUB05070,ACC05070,PLN_GROWTH,2025-02-14,2025-10-06,cancelled,21,199
SUB05071,ACC05071,PLN_GROWTH,2025-02-14,,active,14,199
SUB05072,ACC05072,PLN_SCALE,2025-02-14,2025-05-23,cancelled,113,799
SUB05073,ACC05073,PLN_STARTER,2025-02-14,2025-07-25,cancelled,3,49
SUB05074,ACC05074,PLN_GROWTH,2025-02-15,2025-07-04,cancelled,23,199
SUB05075,ACC05075,PLN_STARTER,2025-02-15,2025-04-01,cancelled,5,49
SUB05076,ACC05076,PLN_GROWTH,2025-02-15,2025-12-12,cancelled,14,199
SUB05077,ACC05077,PLN_SCALE,2025-02-15,2025-05-13,cancelled,72,799
SUB05078,ACC05078,PLN_SCALE,2025-02-15,2025-08-22,cancelled,87,799
SUB05079,ACC05079,PLN_STARTER,2025-02-15,2025-04-01,cancelled,5,49
SUB05080,ACC05080,PLN_ENTERPRISE,2025-02-15,2025-07-04,cancelled,516,2499
SUB05081,ACC05081,PLN_STARTER,2025-02-15,,active,3,49
SUB05082,ACC05082,PLN_STARTER,2025-02-15,2025-08-13,cancelled,5,49
SUB05083,ACC05083,PLN_GROWTH,2025-02-15,2025-05-25,cancelled,20,199
SUB05084,ACC05084,PLN_STARTER,2025-02-15,2025-04-27,cancelled,5,49
SUB05085,ACC05085,PLN_SCALE,2025-02-16,,active,79,799
SUB05086,ACC05086,PLN_STARTER,2025-02-16,2025-03-18,cancelled,4,49
SUB05087,ACC05087,PLN_STARTER,2025-02-16,2025-09-02,cancelled,5,49
SUB05088,ACC05088,PLN_SCALE,2025-02-16,,active,68,799
SUB05089,ACC05089,PLN_GROWTH,2025-02-16,2025-04-07,cancelled,15,199
SUB05090,ACC05090,PLN_SCALE,2025-02-16,,active,99,799
SUB05091,ACC05091,PLN_STARTER,2025-02-16,2025-12-16,cancelled,6,49
SUB05092,ACC05092,PLN_STARTER,2025-02-16,,active,4,49
SUB05093,ACC05093,PLN_STARTER,2025-02-16,2025-04-23,cancelled,4,49
SUB05094,ACC05094,PLN_GROWTH,2025-02-17,,active,16,199
SUB05095,ACC05095,PLN_SCALE,2025-02-17,,active,88,799
SUB05096,ACC05096,PLN_GROWTH,2025-02-17,2025-12-09,cancelled,13,199
SUB05097,ACC05097,PLN_SCALE,2025-02-17,,active,62,799
SUB05098,ACC05098,PLN_STARTER,2025-02-17,,active,5,49
SUB05099,ACC05099,PLN_ENTERPRISE,2025-02-17,2025-07-07,cancelled,403,2499
SUB05100,ACC05100,PLN_ENTERPRISE,2025-02-17,2025-09-26,cancelled,418,2499
SUB05101,ACC05101,PLN_GROWTH,2025-02-17,2025-05-19,cancelled,15,199
SUB05102,ACC05102,PLN_SCALE,2025-02-18,2025-07-17,cancelled,71,799
SUB05103,ACC05103,PLN_STARTER,2025-02-18,2025-09-05,cancelled,5,49
SUB05104,ACC05104,PLN_ENTERPRISE,2025-02-18,2025-03-08,cancelled,383,2499
SUB05105,ACC05105,PLN_STARTER,2025-02-18,2025-03-15,cancelled,5,49
SUB05106,ACC05106,PLN_GROWTH,2025-02-18,2025-03-01,cancelled,13,199
SUB05107,ACC05107,PLN_STARTER,2025-02-19,2025-03-18,cancelled,4,49
SUB05108,ACC05108,PLN_STARTER,2025-02-19,2025-09-17,cancelled,5,49
SUB05109,ACC05109,PLN_STARTER,2025-02-19,,active,5,49
SUB05110,ACC05110,PLN_GROWTH,2025-02-19,2025-04-05,cancelled,21,199
SUB05111,ACC05111,PLN_GROWTH,2025-02-20,2025-03-06,cancelled,18,199
SUB05112,ACC05112,PLN_GROWTH,2025-02-20,,active,16,199
SUB05113,ACC05113,PLN_ENTERPRISE,2025-02-20,2025-05-07,cancelled,549,2499
SUB05114,ACC05114,PLN_STARTER,2025-02-20,2025-04-05,cancelled,5,49
SUB05115,ACC05115,PLN_SCALE,2025-02-20,2025-12-06,cancelled,87,799
SUB05116,ACC05116,PLN_STARTER,2025-02-21,2025-03-21,cancelled,3,49
SUB05117,ACC05117,PLN_STARTER,2025-02-21,2025-03-24,cancelled,3,49
SUB05118,ACC05118,PLN_SCALE,2025-02-21,,active,62,799
SUB05119,ACC05119,PLN_STARTER,2025-02-21,,active,3,49
SUB05120,ACC05120,PLN_SCALE,2025-02-21,,active,62,799
SUB05121,ACC05121,PLN_GROWTH,2025-02-21,,active,13,199
SUB05122,ACC05122,PLN_STARTER,2025-02-21,,active,6,49
SUB05123,ACC05123,PLN_STARTER,2025-02-21,,active,3,49
SUB05124,ACC05124,PLN_STARTER,2025-02-21,2025-07-04,cancelled,4,49
SUB05125,ACC05125,PLN_GROWTH,2025-02-21,2025-11-01,cancelled,13,199
SUB05126,ACC05126,PLN_ENTERPRISE,2025-02-21,2025-05-02,cancelled,442,2499
SUB05127,ACC05127,PLN_GROWTH,2025-02-21,2025-10-09,cancelled,15,199
SUB05128,ACC05128,PLN_GROWTH,2025-02-21,,active,15,199
SUB05129,ACC05129,PLN_GROWTH,2025-02-22,,active,13,199
SUB05130,ACC05130,PLN_STARTER,2025-02-22,,active,3,49
SUB05131,ACC05131,PLN_SCALE,2025-02-22,2025-11-27,cancelled,98,799
SUB05132,ACC05132,PLN_SCALE,2025-02-22,,active,90,799
SUB05133,ACC05133,PLN_GROWTH,2025-02-22,2025-09-25,cancelled,22,199
SUB05134,ACC05134,PLN_SCALE,2025-02-22,2025-04-02,cancelled,88,799
SUB05135,ACC05135,PLN_SCALE,2025-02-22,2025-05-20,cancelled,87,799
SUB05136,ACC05136,PLN_GROWTH,2025-02-22,2025-07-11,cancelled,22,199
SUB05137,ACC05137,PLN_GROWTH,2025-02-22,2025-07-07,cancelled,16,199
SUB05138,ACC05138,PLN_GROWTH,2025-02-22,2025-07-11,cancelled,17,199
SUB05139,ACC05139,PLN_GROWTH,2025-02-22,2025-05-19,cancelled,18,199
SUB05140,ACC05140,PLN_STARTER,2025-02-23,2025-05-25,cancelled,4,49
SUB05141,ACC05141,PLN_SCALE,2025-02-23,2025-07-08,cancelled,109,799
SUB05142,ACC05142,PLN_STARTER,2025-02-23,2025-08-23,cancelled,5,49
SUB05143,ACC05143,PLN_SCALE,2025-02-23,2025-09-24,cancelled,108,799
SUB05144,ACC05144,PLN_STARTER,2025-02-23,2025-07-16,cancelled,3,49
SUB05145,ACC05145,PLN_STARTER,2025-02-23,2025-05-04,cancelled,3,49
SUB05146,ACC05146,PLN_SCALE,2025-02-24,,active,79,799
SUB05147,ACC05147,PLN_SCALE,2025-02-24,2025-05-24,cancelled,64,799
SUB05148,ACC05148,PLN_ENTERPRISE,2025-02-24,2025-11-22,cancelled,548,2499
SUB05149,ACC05149,PLN_GROWTH,2025-02-24,,active,17,199
SUB05150,ACC05150,PLN_SCALE,2025-02-24,,active,103,799
SUB05151,ACC05151,PLN_STARTER,2025-02-24,2025-06-09,cancelled,4,49
SUB05152,ACC05152,PLN_STARTER,2025-02-24,2025-04-05,cancelled,4,49
SUB05153,ACC05153,PLN_STARTER,2025-02-24,2025-05-27,cancelled,5,49
SUB05154,ACC05154,PLN_SCALE,2025-02-24,2025-04-22,cancelled,95,799
SUB05155,ACC05155,PLN_SCALE,2025-02-25,,active,111,799
SUB05156,ACC05156,PLN_SCALE,2025-02-25,,active,97,799
SUB05157,ACC05157,PLN_GROWTH,2025-02-25,2025-07-09,cancelled,15,199
SUB05158,ACC05158,PLN_STARTER,2025-02-25,2025-03-06,cancelled,5,49
SUB05159,ACC05159,PLN_STARTER,2025-02-25,,active,5,49
SUB05160,ACC05160,PLN_STARTER,2025-02-26,2025-06-01,cancelled,4,49
SUB05161,ACC05161,PLN_SCALE,2025-02-26,,active,98,799
SUB05162,ACC05162,PLN_STARTER,2025-02-26,,active,4,49
SUB05163,ACC05163,PLN_STARTER,2025-02-26,2025-05-27,cancelled,4,49
SUB05164,ACC05164,PLN_GROWTH,2025-02-26,,active,21,199
SUB05165,ACC05165,PLN_GROWTH,2025-02-26,2025-09-15,cancelled,19,199
SUB05166,ACC05166,PLN_ENTERPRISE,2025-02-26,,active,348,2499
SUB05167,ACC05167,PLN_SCALE,2025-02-26,2025-08-21,cancelled,108,799
SUB05168,ACC05168,PLN_STARTER,2025-02-27,2025-06-09,cancelled,6,49
SUB05169,ACC05169,PLN_SCALE,2025-02-27,2025-07-11,cancelled,81,799
SUB05170,ACC05170,PLN_STARTER,2025-02-27,2025-12-23,cancelled,5,49
SUB05171,ACC05171,PLN_SCALE,2025-02-27,,active,99,799
SUB05172,ACC05172,PLN_SCALE,2025-02-27,,active,72,799
